Beds,Baths,SQFT,Price,Zip_Code,Address,Property_ID,Property_Type,URL
3.0,1.0,2805.0,689000.0,19104,"4122 Chester Ave, Philadelphia, PA 19104",38739016,Unknown,https://www.redfin.com/PA/Philadelphia/4122-Chester-Ave-19104/home/38739016
3.0,1.0,1128.0,110000.0,19104,"4231 Parrish St, Philadelphia, PA 19104",38188698,Unknown,https://www.redfin.com/PA/Philadelphia/4231-Parrish-St-19104/home/38188698
7.0,2.5,1690.0,365000.0,19104,"4113 Spring Garden St, Philadelphia, PA 19104",38184077,Unknown,https://www.redfin.com/PA/Philadelphia/4113-Spring-Garden-St-19104/home/38184077
3.0,3.0,1374.0,329000.0,19111,"904 Princeton Ave, Philadelphia, PA 19111",39304994,Unknown,https://www.redfin.com/PA/Philadelphia/904-Princeton-Ave-19111/home/39304994
3.0,3.0,1560.0,355000.0,19111,"8030 Ferndale St, Philadelphia, PA 19111",39436002,Unknown,https://www.redfin.com/PA/Philadelphia/8030-Ferndale-St-19111/home/39436002
3.0,3.0,1284.0,350000.0,19111,"7611 Central Ave, Philadelphia, PA 19111",39435267,Unknown,https://www.redfin.com/PA/Philadelphia/7611-Central-Ave-19111/home/39435267
3.0,3.0,1704.0,325000.0,19111,"7960 Frontenac St, Philadelphia, PA 19111",39328014,Unknown,https://www.redfin.com/PA/Philadelphia/7960-Frontenac-St-19111/home/39328014
2.0,1.0,2072.0,419000.0,19111,"8459 Verree Rd, Philadelphia, PA 19111",39436067,Unknown,https://www.redfin.com/PA/Philadelphia/8459-Verree-Rd-19111/home/39436067
3.0,3.0,1100.0,228000.0,19111,"239 Higbee St, Philadelphia, PA 19111",38987792,Unknown,https://www.redfin.com/PA/Philadelphia/239-Higbee-St-19111/home/38987792
3.0,3.0,1700.0,369900.0,19111,"724 Longshore Ave, Philadelphia, PA 19111",39303948,Unknown,https://www.redfin.com/PA/Philadelphia/724-Longshore-Ave-19111/home/39303948
3.0,3.0,1750.0,389900.0,19111,"7142 Lawndale Ave, Philadelphia, PA 19111",39305753,Unknown,https://www.redfin.com/PA/Philadelphia/7142-Lawndale-Ave-19111/home/39305753
3.0,3.0,1764.0,435000.0,19111,"1332 Disston St, Philadelphia, PA 19111",39304359,Unknown,https://www.redfin.com/PA/Philadelphia/1332-Disston-St-19111/home/39304359
3.0,1.5,1056.0,285000.0,19111,"7632 Burholme Ave, Philadelphia, PA 19111",39434973,Unknown,https://www.redfin.com/PA/Philadelphia/7632-Burholme-Ave-19111/home/39434973
3.0,3.0,1056.0,329900.0,19111,"7635 Burholme Ave, Philadelphia, PA 19111",39434941,Unknown,https://www.redfin.com/PA/Philadelphia/7635-Burholme-Ave-19111/home/39434941
3.0,3.0,1280.0,245000.0,19111,"1413 Magee Ave, Philadelphia, PA 19111",39302687,Unknown,https://www.redfin.com/PA/Philadelphia/1413-Magee-Ave-19111/home/39302687
4.0,2.0,1920.0,389900.0,19111,"6500 Algon Ave, Philadelphia, PA 19111",39300714,Unknown,https://www.redfin.com/PA/Philadelphia/6500-Algon-Ave-19111/home/39300714
3.0,1.0,1152.0,168000.0,19111,"1326 Greeby St, Philadelphia, PA 19111",39300400,Unknown,https://www.redfin.com/PA/Philadelphia/1326-Greeby-St-19111/home/39300400
3.0,3.0,1940.0,424850.0,19111,"1121 Shelmire Ave, Philadelphia, PA 19111",39331340,Unknown,https://www.redfin.com/PA/Philadelphia/1121-Shelmire-Ave-19111/home/39331340
3.0,3.0,1440.0,315000.0,19111,"7811 N Fillmore St, Philadelphia, PA 19111",39434699,Unknown,https://www.redfin.com/PA/Philadelphia/7811-Fillmore-St-19111/home/39434699
3.0,3.0,1020.0,344900.0,19111,"7382 Shelbourne St, Philadelphia, PA 19111",39435625,Unknown,https://www.redfin.com/PA/Philadelphia/7382-Shelbourne-St-19111/home/39435625
4.0,1.5,1664.0,390000.0,19111,"7531 Watson St, Philadelphia, PA 19111",39435923,Unknown,https://www.redfin.com/PA/Philadelphia/7531-Watson-St-19111/home/39435923
3.0,3.0,1200.0,185000.0,19111,"7123 Tabor Ave, Philadelphia, PA 19111",39306642,Unknown,https://www.redfin.com/PA/Philadelphia/7123-Tabor-Ave-19111/home/39306642
4.0,1.0,1122.0,289900.0,19111,"1315 Hale St, Philadelphia, PA 19111",39299287,Unknown,https://www.redfin.com/PA/Philadelphia/1315-Hale-St-19111/home/39299287
3.0,3.0,1036.0,185000.0,19124,"4412 E Wingohocking St, Philadelphia, PA 19124",38657851,Unknown,https://www.redfin.com/PA/Philadelphia/4412-E-Wingohocking-St-19124/home/38657851
4.0,3.0,1362.0,220000.0,19124,"854 Foulkrod St, Philadelphia, PA 19124",38962726,Unknown,https://www.redfin.com/PA/Philadelphia/854-Foulkrod-St-19124/home/38962726
3.0,3.0,1172.0,99900.0,19124,"4735 Worth St, Philadelphia, PA 19124",38643146,Unknown,https://www.redfin.com/PA/Philadelphia/4735-Worth-St-19124/home/38643146
3.0,2.5,1064.0,264999.0,19124,"4531 Ditman St, Philadelphia, PA 19124",38640472,Unknown,https://www.redfin.com/PA/Philadelphia/4531-Ditman-St-19124/home/38640472
3.0,1.0,1022.0,225000.0,19124,"873 Granite St, Philadelphia, PA 19124",38965885,Unknown,https://www.redfin.com/PA/Philadelphia/873-Granite-St-19124/home/38965885
3.0,3.0,1280.0,222500.0,19124,"1738 Margaret, Philadelphia, PA 19124",38632704,Unknown,https://www.redfin.com/PA/Philadelphia/1738-Margaret-St-19124/home/38632704
3.0,3.0,1022.0,239900.0,19124,"880 Granite St, Philadelphia, PA 19124",38964611,Unknown,https://www.redfin.com/PA/Philadelphia/880-Granite-St-19124/home/38964611
3.0,3.0,1971.0,265900.0,19124,"4673 Mulberry St, Philadelphia, PA 19124",38637597,Unknown,https://www.redfin.com/PA/Philadelphia/4673-Mulberry-St-19124/home/38637597
4.0,3.0,1600.0,285000.0,19124,"1515 Overington St, Philadelphia, PA 19124",38633365,Unknown,https://www.redfin.com/PA/Philadelphia/1515-Overington-St-19124/home/38633365
4.0,3.0,1380.0,150000.0,19124,"1836 Harrison St, Philadelphia, PA 19124",38635896,Unknown,https://www.redfin.com/PA/Philadelphia/1836-Harrison-St-19124/home/38635896
3.0,1.0,1428.0,285000.0,19124,"4727 Edmund St, Philadelphia, PA 19124",38640357,Unknown,https://www.redfin.com/PA/Philadelphia/4727-Edmund-St-19124/home/38640357
4.0,4.0,2024.0,155000.0,19124,"1007 Arrott St, Philadelphia, PA 19124",38653996,Unknown,https://www.redfin.com/PA/Philadelphia/1007-Arrott-St-19124/home/38653996
3.0,4.0,1439.0,149900.0,19124,"4438 Leiper St, Philadelphia, PA 19124",38659852,Unknown,https://www.redfin.com/PA/Philadelphia/4438-Leiper-St-19124/home/38659852
3.0,3.0,942.0,120000.0,19124,"5243 Hawthorne St, Philadelphia, PA 19124",39433161,Unknown,https://www.redfin.com/PA/Philadelphia/5243-Hawthorne-St-19124/home/39433161
3.0,2.0,960.0,75000.0,19124,"1435 Church St, Philadelphia, PA 19124",38651047,Unknown,https://www.redfin.com/PA/Philadelphia/1435-Church-St-19124/home/38651047
2.0,2.0,1070.0,185000.0,19124,"4229 Bennington St, Philadelphia, PA 19124",38901592,Unknown,https://www.redfin.com/PA/Philadelphia/4229-Bennington-St-19124/home/38901592
3.0,3.0,1470.0,160000.0,19124,"5103 Duffield St, Philadelphia, PA 19124",39432376,Unknown,https://www.redfin.com/PA/Philadelphia/5103-Duffield-St-19124/home/39432376
3.0,3.0,1000.0,230000.0,19124,"874 Anchor St, Philadelphia, PA 19124",38973087,Unknown,https://www.redfin.com/PA/Philadelphia/874-Anchor-St-19124/home/38973087
3.0,3.0,1230.0,94000.0,19124,"770 Smylie Rd, Philadelphia, PA 19124",38959788,Unknown,https://www.redfin.com/PA/Philadelphia/770-Smylie-Rd-19124/home/38959788
3.0,2.0,3292.0,395000.0,19128,"8962-62 Ridge Ave, Philadelphia, PA 19128",40304405,Unknown,https://www.redfin.com/PA/Philadelphia/8962-Ridge-Ave-19128/home/40304405
3.0,2.0,1117.0,399500.0,19128,"795 Hill Rd, Philadelphia, PA 19128",38572088,Unknown,https://www.redfin.com/PA/Philadelphia/795-Hill-Rd-19128/home/38572088
3.0,3.0,1440.0,375000.0,19128,"313 Gates St, Philadelphia, PA 19128",38529278,Unknown,https://www.redfin.com/PA/Philadelphia/313-Gates-St-19128/home/38529278
3.0,2.5,1287.0,430000.0,19128,"369 Livezey St, Philadelphia, PA 19128",38544789,Unknown,https://www.redfin.com/PA/Philadelphia/369-Livezey-St-19128/home/38544789
3.0,3.0,1773.0,439900.0,19128,"7709 Keiffer St, Philadelphia, PA 19128",38580378,Unknown,https://www.redfin.com/PA/Philadelphia/7709-Keiffer-St-19128/home/38580378
3.0,3.0,1356.0,300000.0,19128,"740 Cinnaminson St, Philadelphia, PA 19128",38572455,Unknown,https://www.redfin.com/PA/Philadelphia/740-Cinnaminson-St-19128/home/38572455
3.0,3.0,1842.0,385000.0,19128,"748 Hill Rd, Philadelphia, PA 19128",38572176,Unknown,https://www.redfin.com/PA/Philadelphia/748-Hill-Rd-19128/home/38572176
3.0,1.0,1900.0,615000.0,19128,"7501 Newland St, Philadelphia, PA 19128",38547999,Unknown,https://www.redfin.com/PA/Philadelphia/7501-Newland-St-19128/home/38547999
3.0,2.0,1125.0,315000.0,19128,"4334 Fleming St, Philadelphia, PA 19128",38523927,Unknown,https://www.redfin.com/PA/Philadelphia/4334-Fleming-St-19128/home/38523927
3.0,1.0,1301.0,353000.0,19128,"5430 Vicaris St, Philadelphia, PA 19128",38561406,Unknown,https://www.redfin.com/PA/Philadelphia/5430-Vicaris-St-19128/home/38561406
2.0,2.0,1083.0,209000.0,19128,"285 Shawmont Ave Unit D, Philadelphia, PA 19128",177313794,Unknown,https://www.redfin.com/PA/Philadelphia/285-Shawmont-Ave-19128/unit-D/home/177313794
3.0,3.0,1110.0,375000.0,19128,"3867 Manor St, Philadelphia, PA 19128",38526799,Unknown,https://www.redfin.com/PA/Philadelphia/3867-Manor-St-19128/home/38526799
4.0,4.0,1746.0,449900.0,19128,"6707 Cinnamon Dr, Philadelphia, PA 19128",38550650,Unknown,https://www.redfin.com/PA/Philadelphia/6707-Cinnamon-Dr-19128/home/38550650
3.0,4.0,1548.0,425000.0,19128,"7242 Valley Ave, Philadelphia, PA 19128",38580101,Unknown,https://www.redfin.com/PA/Philadelphia/7242-Valley-Ave-19128/home/38580101
2.0,2.0,906.0,319900.0,19128,"374 Fairway Ter, Philadelphia, PA 19128",38542576,Unknown,https://www.redfin.com/PA/Philadelphia/374-Fairway-Ter-19128/home/38542576
4.0,2.0,3007.0,790000.0,19128,"298 Delmar St Unit B, Philadelphia, PA 19128",195957746,Unknown,https://www.redfin.com/PA/Philadelphia/298-Delmar-St-19128/unit-B/home/195957746
3.0,3.0,1405.0,425000.0,19128,"674 Wendover St, Philadelphia, PA 19128",38558801,Unknown,https://www.redfin.com/PA/Philadelphia/674-Wendover-St-19128/home/38558801
4.0,2.5,2166.0,479900.0,19128,"7528 Valley Ave, Philadelphia, PA 19128",38580474,Unknown,https://www.redfin.com/PA/Philadelphia/7528-Valley-Ave-19128/home/38580474
3.0,3.0,4406.0,675000.0,19128,"580 Wigard Ave, Philadelphia, PA 19128",38574940,Unknown,https://www.redfin.com/PA/Philadelphia/580-Wigard-Ave-19128/home/38574940
2.0,1.0,3416.0,849900.0,19128,"4359 Fleming St, Philadelphia, PA 19128",38523862,Unknown,https://www.redfin.com/PA/Philadelphia/4359-Fleming-St-19128/home/38523862
2.0,1.0,845.0,100000.0,15213,"4625 5th Ave #711, Pittsburgh, PA 15213",147535313,Unknown,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-711/home/147535313
1.0,1.0,840.0,219900.0,15213,"5 Bayard Rd #810, Pittsburgh, PA 15213",74665138,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-810/home/74665138
3.0,5.0,3555.0,1450000.0,15213,"333 Devonshire, Pittsburgh, PA 15213",74661971,Unknown,https://www.redfin.com/PA/Pittsburgh/333-Devonshire-St-15213/home/74661971
6.0,3.0,4106.0,1489000.0,15213,"4352 Centre Ave, Pittsburgh, PA 15213",73500354,Unknown,https://www.redfin.com/PA/Pittsburgh/4352-Centre-Ave-15213/home/73500354
5.0,4.5,5208.0,3600000.0,15213,"400 Devonshire St, Pittsburgh, PA 15213",74664451,Unknown,https://www.redfin.com/PA/Pittsburgh/400-Devonshire-St-15213/home/74664451
2.0,2.0,1730.0,354900.0,15213,"540 N Neville St #603, Pittsburgh, PA 15213",74665184,Unknown,https://www.redfin.com/PA/Pittsburgh/540-N-Neville-St-15213/unit-603/home/74665184
3.0,3.0,3242.0,799000.0,15213,"4323 Andover Ter, Pittsburgh, PA 15213",74567447,Unknown,https://www.redfin.com/PA/Pittsburgh/4323-Andover-Ter-15213/home/74567447
2.0,2.0,1336.0,295000.0,15213,"128 N Craig St #806, Pittsburgh, PA 15213",74664828,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-806/home/74664828
3.0,2.0,1680.0,330000.0,15213,"128 N Craig St #303, Pittsburgh, PA 15213",74664775,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-303/home/74664775
3.0,3.0,2589.0,895000.0,15213,"220 N Bellefield Ave #1102, Pittsburgh, PA 15213",73535674,Unknown,https://www.redfin.com/PA/Pittsburgh/220-N-Bellefield-Ave-15213/unit-1102/home/73535674
4.0,3.0,3650.0,400000.0,15213,"142 Robinson, Pittsburgh, PA 15213",74571128,Unknown,https://www.redfin.com/PA/Pittsburgh/142-Robinson-St-15213/home/74571128
1.0,1.0,1358.0,275000.0,15213,"825 Morewood Ave Ph 2, Pittsburgh, PA 15213",74665554,Unknown,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-2/home/74665554
1.0,1.0,856.0,189900.0,15213,"5 Bayard Rd #207, Pittsburgh, PA 15213",74664727,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-207/home/74664727
3.0,2.5,1701.0,349900.0,15213,"3211 Joe Hammer Sq, Pittsburgh, PA 15213",74572134,Unknown,https://www.redfin.com/PA/Pittsburgh/3211-Joe-Hammer-Sq-15213/home/74572134
3.0,2.0,1907.0,575000.0,15213,"3363 Monroe St, Pittsburgh, PA 15213",73500364,Unknown,https://www.redfin.com/PA/Pittsburgh/3363-Monroe-St-15213/home/73500364
2.0,2.0,1323.0,335000.0,15213,"154 N Bellefield Ave #41, Pittsburgh, PA 15213",104463312,Unknown,https://www.redfin.com/PA/Pittsburgh/154-N-Bellefield-Ave-15213/unit-41/home/104463312
2.0,1.0,1607.0,375000.0,15213,"220 N Dithridge St #704, Pittsburgh, PA 15213",74567651,Unknown,https://www.redfin.com/PA/Pittsburgh/220-N-Dithridge-St-15213/unit-704/home/74567651
2.0,1.0,1267.0,284900.0,15213,"128 N Craig St #611, Pittsburgh, PA 15213",73579718,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-611/home/73579718
1.0,1.0,880.0,125000.0,15213,"5 Bayard Rd #514, Pittsburgh, PA 15213",74665114,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-514/home/74665114
2.0,2.0,963.0,299000.0,15213,"166 N Dithridge St Unit 5G, Pittsburgh, PA 15213",74567678,Unknown,https://www.redfin.com/PA/Pittsburgh/166-N-Dithridge-St-15213/unit-5G/home/74567678
3.0,3.0,1996.0,725000.0,15217,"1310 Fairstead Ln, Pittsburgh, PA 15217",74437714,Unknown,https://www.redfin.com/PA/Pittsburgh/1310-Fairstead-Ln-15217/home/74437714
3.0,6.0,2846.0,599000.0,15217,"602 S Dallas, Pittsburgh, PA 15217",74476502,Unknown,https://www.redfin.com/PA/Pittsburgh/602-S-Dallas-Ave-15217/home/74476502
4.0,3.0,2168.0,975000.0,15217,"1207 Malvern Ave, Pittsburgh, PA 15217",74665654,Unknown,https://www.redfin.com/PA/Pittsburgh/1207-Malvern-Ave-15217/home/74665654
3.0,3.0,779.0,599900.0,15217,"5535 Forbes Ave Unit E, Pittsburgh, PA 15217",74751046,Unknown,https://www.redfin.com/PA/Pittsburgh/5535-Forbes-Ave-15217/unit-E/home/74751046
3.0,1.5,1660.0,325000.0,15217,"3148 Beechwood Blvd, Pittsburgh, PA 15217",74758328,Unknown,https://www.redfin.com/PA/Pittsburgh/3148-Beechwood-Blvd-15217/home/74758328
3.0,3.0,1692.0,450000.0,15217,"5642 Solway St, Pittsburgh, PA 15217",73509870,Unknown,https://www.redfin.com/PA/Pittsburgh/5642-Solway-St-15217/home/73509870
3.0,3.0,1368.0,269000.0,15217,"4040 Ludwick, Pittsburgh, PA 15217",73510216,Unknown,https://www.redfin.com/PA/Pittsburgh/4040-Ludwick-St-15217/home/73510216
2.0,2.0,1100.0,349900.0,15217,"5600 Munhall Rd #309, Pittsburgh, PA 15217",74751836,Unknown,https://www.redfin.com/PA/Pittsburgh/5600-Munhall-Rd-15217/unit-309/home/74751836
5.0,6.0,5086.0,1385000.0,15217,"5705 Bartlett St, Pittsburgh, PA 15217",74751402,Unknown,https://www.redfin.com/PA/Pittsburgh/5705-Bartlett-St-15217/home/74751402
5.0,4.0,2600.0,1145000.0,15217,"2205 Beechwood Blvd, Pittsburgh, PA 15217",74477423,Unknown,https://www.redfin.com/PA/Pittsburgh/2205-Beechwood-Blvd-15217/home/74477423
5.0,4.0,2912.0,1100000.0,15217,"5474 Kipling Rd, Pittsburgh, PA 15217",74749555,Unknown,https://www.redfin.com/PA/Pittsburgh/5474-Kipling-Rd-15217/home/74749555
5.0,4.0,3494.0,995000.0,15217,"1252 Bellerock St, Pittsburgh, PA 15217",74749738,Unknown,https://www.redfin.com/PA/Pittsburgh/1252-Bellerock-St-15217/home/74749738
3.0,4.0,4560.0,475000.0,15217,"5644 Beacon St, Pittsburgh, PA 15217",74751478,Unknown,https://www.redfin.com/PA/Pittsburgh/5644-Beacon-St-15217/home/74751478
3.0,3.0,2613.0,289900.0,15217,"719 Hazelwood Ave, Pittsburgh, PA 15217",74758618,Unknown,https://www.redfin.com/PA/Pittsburgh/719-Hazelwood-Ave-15217/home/74758618
2.0,2.0,1234.0,240000.0,15217,"5841 Morrowfield Ave #109, Pittsburgh, PA 15217",73583302,Unknown,https://www.redfin.com/PA/Pittsburgh/5841-Morrowfield-Ave-15217/unit-109/home/73583302
3.0,3.0,1200.0,215000.0,15217,"821 Greenfield Ave, Pittsburgh, PA 15217",73531115,Unknown,https://www.redfin.com/PA/Pittsburgh/821-Greenfield-Ave-15217/home/73531115
4.0,3.0,1557.0,325000.0,15217,"833 Flemington St, Pittsburgh, PA 15217",74674261,Unknown,https://www.redfin.com/PA/Pittsburgh/833-Flemington-St-15217/home/74674261
4.0,3.0,1898.0,369900.0,15217,"956 Greenfield Ave, Pittsburgh, PA 15217",74757820,Unknown,https://www.redfin.com/PA/Pittsburgh/956-Greenfield-Ave-15217/home/74757820
3.0,4.0,5249.0,790000.0,15217,"5708 Solway St, Pittsburgh, PA 15217",74750594,Unknown,https://www.redfin.com/PA/Pittsburgh/5708-Solway-St-15217/home/74750594
6.0,4.0,9008.0,879000.0,15217,"5633 Northumberland St, Pittsburgh, PA 15217",201072337,Unknown,https://www.redfin.com/PA/Pittsburgh/5633-Northumberland-St-15217/home/201072337
2.0,2.0,1172.0,295000.0,15222,"306 4th Ave #501, Pittsburgh, PA 15222",74445953,Unknown,https://www.redfin.com/PA/Pittsburgh/306-4th-Ave-15222/unit-501/home/74445953
2.0,2.0,1357.0,749900.0,15222,"2635 Penn Ave #317, Pittsburgh, PA 15222",182365474,Unknown,https://www.redfin.com/PA/Pittsburgh/2635-Penn-Ave-15222/unit-317/home/182365474
1.0,1.0,1033.0,229000.0,15222,"320 Fort Duquesne Blvd Unit 7M, Pittsburgh, PA 15222",74533104,Unknown,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-7M/home/74533104
3.0,2.5,11700.0,4950000.0,15222,"550 Market St Ph, Pittsburgh, PA 15222",177846841,Unknown,https://www.redfin.com/PA/Pittsburgh/550-Market-St-15222/Ph/home/177846841
2.0,2.0,1172.0,299900.0,15222,"306 4th Ave #1401, Pittsburgh, PA 15222",74445957,Unknown,https://www.redfin.com/PA/Pittsburgh/306-4th-Ave-15222/unit-1401/home/74445957
1.0,1.0,1639.0,595000.0,15222,"806 Penn Ave #2, Pittsburgh, PA 15222",74445118,Unknown,https://www.redfin.com/PA/Pittsburgh/806-Penn-Ave-15222/unit-2/home/74445118
2.0,2.0,1216.0,500000.0,15222,"301 5th Ave #518, Pittsburgh, PA 15222",73562984,Unknown,https://www.redfin.com/PA/Pittsburgh/301-5th-Ave-15222/unit-518/home/73562984
4.0,2.0,1598.0,625000.0,15222,"8 Waterside Pl, Pittsburgh, PA 15222",74561512,Unknown,https://www.redfin.com/PA/Pittsburgh/8-Waterside-Pl-15222/home/74561512
